cost,distance
292.8774469104467,10.085772395363513
232.26639925701,9.14266455611962
182.58270395774213,8.228386898082825
141.46832466205782,7.333372341881492
107.36604306820219,6.455272588194803
79.98368413752888,5.626303108494709
58.599292346411865,4.8780274980361105
41.78420232611789,4.184217383312179
37.89551520184596,3.6708128045642066
23.126438873279042,3.111578889030753
14.082282701441697,2.49460481156014
5.307757821734168,1.7521048115601376
2.149480869376396,1.009604811560137
0.5837200256887288,0.26710481156013716
0.05360029067116419,0.011540577788450843
0.0022466643237021187,3.7392311469375274e-14
