cost,distance,j0
179.79799630229064,9.428418491382649,377.59807991328944
118.20793634897589,7.8184407185777705,251.29296000665988
73.6253457425183,6.293751037651584,159.0027787937447
42.925224482917926,4.921489916173136,94.47753627454398
22.98257257017477,3.6613466896415634,51.91490073793539
10.736545338413425,2.4113466896415634,25.75772502221809
3.899762094801341,1.1613466896415627,10.521658534993923
0.8584122132412099,0.18287947745004493,2.876458771873662
0.04999569373303361,9.287808617435595e-15,0.19998277493213076
1.0967420470872696e-28,8.881784197001252e-15,2.8665899357712235e-28
1.0570736129961558e-28,8.881784197001252e-15,2.782919247796553e-28
1.0570736129961558e-28,8.881784197001252e-15,2.782919247796553e-28
1.0570736129961558e-28,8.881784197001252e-15,2.782919247796553e-28
1.0570736129961558e-28,8.881784197001252e-15,2.782919247796553e-28
1.0570736129961558e-28,8.881784197001252e-15,2.782919247796553e-28
1.0570736129961558e-28,8.881784197001252e-15,2.782919247796553e-28
