cost,distance,j0
172.82915857223128,9.237220584762094,363.21159275964703
113.47296666688521,7.652815675584025,241.37420894895484
70.61551820995028,6.165795610403911,152.534312035085
41.13181320142654,4.795447228994667,90.55490819896265
21.90448287984525,3.5089312079436596,49.76635519455557
10.145013029334473,2.2587095778500155,24.421541638759866
3.6972390942873243,1.0195910902610283,9.96243336041066
0.8546323356801531,0.22731224789030408,2.7407395511003414
0.05475458594725529,0.0,0.21901834378902096
0.0,0.0,4.6083291188262095e-29
0.0,0.0,4.6083291188262095e-29
0.0,0.0,4.6083291188262095e-29
0.0,0.0,4.6083291188262095e-29
0.0,0.0,4.6083291188262095e-29
0.0,0.0,4.6083291188262095e-29
0.0,0.0,4.6083291188262095e-29
