n_agents,control_strategy,solution_time_MEAN,solution_time_STD,cost_val_MEAN,cost_val_STD,avg_goal_dist_MEAN,avg_goal_dist_STD
100,micro,1.927133806546529,0.19085271259451642,2177.740885347414,0.003710407410333132,0.006783665267417579,0.00031907408537059544
100,micro,0.9930907646814983,0.018556643921944112,2177.7403011295405,0.0031047406194059926,0.006767160862824256,0.000279809897227542
