cost,distance
192.91654892913814,9.450233411839358
127.70661541157142,7.7990607997958294
78.29113223739927,6.283967126375677
46.31579502690006,4.951698232212944
25.55009265461376,3.6867455790178907
12.471403658772722,2.433906657256803
4.885711445089497,1.1833437101550734
1.1383789841768506,0.4519970769058724
0.16608725545411276,0.17264752056245794
0.02423180400174488,0.06594548478146951
0.0035353725580782006,0.025188933781936495
0.0005158039047986463,0.00962131656433028
7.525477551082702e-05,0.003675015911053544
1.0979523777390183e-05,0.0014037311688242246
1.6018909306468742e-06,0.000536177595418332
2.3371273705091125e-07,0.0002048016174477317
