cost,distance,j0
184.79754904809676,9.544648792923155,387.8251177593566
121.90017097470913,7.9307851222717805,258.89938517334485
76.22804049188154,6.398671433183078,164.43135900270158
44.65643259112555,5.011929792317643,98.16537856000423
24.0603721581357,3.748436364818956,54.22207276913174
11.373413322908341,2.498444263985112,27.148912829602533
4.220076708953025,1.2484442639851119,11.28270675756365
0.97103493502936,0.2137678192910796,3.2221232097163233
0.06379849108708481,9.16860974444132e-11,0.2551939643061897
1.0684693086293429e-20,8.783551663782418e-11,3.059981701934145e-20
1.0325775838897048e-20,8.783551663782418e-11,2.9840582641546105e-20
1.0325775838897048e-20,8.783551663782418e-11,2.9840582641546105e-20
1.0325775838897048e-20,8.783551663782418e-11,2.9840582641546105e-20
1.0325775838897048e-20,8.783551663782418e-11,2.9840582641546105e-20
1.0325775838897048e-20,8.783551663782418e-11,2.9840582641546105e-20
1.0325775838897048e-20,8.783551663782418e-11,2.9840582641546105e-20
