cost,distance,j0
182.83204487326682,9.519921869594066,384.3795861098811
120.3289673038073,7.90600298616577,256.24871751563893
75.01643788190779,6.374284732063343,162.49828798238875
43.763303521158456,5.00074299360177,96.86727472363768
23.447348684982302,3.7507414353113155,53.12999713750795
10.943467688438098,2.500741435311316,26.559671814903414
3.909322947992747,1.2507414353113155,10.928882334012716
0.7823550016865414,0.0067383465227592865,3.112446441400306
6.384951948060456e-05,3.714362151185924e-14,0.0002553980779219186
1.9395091987944832e-27,3.730349362740526e-14,5.557811501019034e-27
1.9453309922750144e-27,3.730349362740526e-14,5.5692863934635585e-27
1.9453309922750144e-27,3.730349362740526e-14,5.5692863934635585e-27
1.9453309922750144e-27,3.730349362740526e-14,5.5692863934635585e-27
1.9453309922750144e-27,3.730349362740526e-14,5.5692863934635585e-27
1.9453309922750144e-27,3.730349362740526e-14,5.5692863934635585e-27
1.9453309922750144e-27,3.730349362740526e-14,5.5692863934635585e-27
