cost,distance
217.763174379557,9.492076690297782
152.65016310430377,7.892985613846052
106.04649685680825,6.383383000882163
73.34232401456687,5.054537511391823
51.96062335852341,3.7906813530486927
38.376666254819526,2.53891122095005
30.41095248472353,1.2910791205088643
26.41098121976684,0.5118619490747074
25.26602949652019,0.22460881751709638
25.098981642139805,0.12438783256692673
25.07460905869729,0.09423227529725485
25.071052906077526,0.08844954001442056
25.07053397849464,0.08735931533256892
25.070458232874934,0.08710506429083553
25.070447168328766,0.08703207553409582
25.07044554891138,0.08700775625238949
