cost,distance
278.98892388598506,10.064137663537103
217.5664830031839,9.085759949912308
166.63976181742754,8.12812300109687
125.083760328716,7.19949827957923
91.77347853704916,6.3112781531402184
65.58412244811517,5.472852857883903
45.4001159940364,4.680488309140476
30.161088269787527,3.9169800431194868
18.94482778580081,3.1640961794840865
11.008444748144521,2.414023334072922
5.735884249772137,1.6680174710568656
2.555227988488225,0.9417887023469064
0.9046368842713305,0.3864993693883259
0.22884352205682693,0.09019900474284594
0.03420468974115775,0.011540573363986884
0.0022466610652266735,3.7392311469375274e-14
