cost,distance
184.11405788345903,9.544765561184086
121.32976533034423,7.931552070053743
75.76719087917716,6.400527099395012
44.30133452995783,5.026298488018555
23.807196282686203,3.7752392281101463
11.165112816819454,2.5252392281101472
4.02865360054366,1.2752392281101468
0.8299934194055507,0.07335863584466168
0.0066322734051251974,3.765876499528531e-14
1.9588993998448164e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
