cost,distance
288.82144342326734,9.52898336700295
162.05754706139336,7.934151898080099
106.91868466017796,6.413410710491585
73.87468846135704,5.074894516313194
52.25801304492124,3.808907454707852
38.555971600537376,2.5559087594941
30.510281960909786,1.3053576423423499
26.456949446817013,0.49879234845260634
25.27273621140626,0.19085297604504164
25.099960154293974,0.07331348221256687
25.074751827670305,0.02845345233434626
25.07107373807172,0.01135314813454497
25.070537018713193,0.004888292654418894
25.070458676769743,0.0025455678290053022
25.0704472332193,0.001775805517681178
25.07044555842735,0.0015302103212054873
