cost,distance
185.3985176234769,9.566971646584069
122.34747568057685,7.954770931739168
76.5464071587161,6.4250043734875275
44.87031205789458,5.049596247197444
24.19419037811231,3.796080315233153
11.410831050893151,2.5460803152331533
4.171572832559688,1.296080315233153
0.8961650082676652,0.13393393213307803
0.022107578017084,3.817390847871138e-14
1.978889135183117e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
