cost,distance,j0
184.61878926113567,9.53940411318131,387.4346511162409
121.78150814464198,7.926476388084617,258.6432657260457
76.15519308815016,6.395904846754272,164.26563561306205
44.6146735467055,5.010913899763187,98.05959653017273
24.03500388391718,3.746662000584346,54.172773622339804
11.353995958972225,2.496661773559188,27.109825276183976
4.208781472338507,1.2466617735591878,11.256894619517414
0.9656450443533388,0.21211469889473228,3.208121763547082
0.062085833317156065,3.798883927430552e-10,0.2483433330956507
1.836958525225399e-19,3.6406433423508133e-10,5.254358495643263e-19
1.7758934797133287e-19,3.6406433423508133e-10,5.125317676046229e-19
1.7758934797133287e-19,3.6406433423508133e-10,5.125317676046229e-19
1.7758934797133287e-19,3.6406433423508133e-10,5.125317676046229e-19
1.7758934797133287e-19,3.6406433423508133e-10,5.125317676046229e-19
1.7758934797133287e-19,3.6406433423508133e-10,5.125317676046229e-19
1.7758934797133287e-19,3.6406433423508133e-10,5.125317676046229e-19
