cost,distance,j0
184.44752987996975,9.534209960073598,387.0857156803952
121.67465501946216,7.9220837079772455,258.40186528406804
76.09723033084148,6.392761606807634,164.12541500120471
44.59074550578265,5.0097220830260625,97.99126782505161
24.030254033440325,3.74618248042018,54.15712330623047
11.354227772757039,2.4961823732984754,27.11010441443394
4.209793007324191,1.246182373298475,11.258734089830412
0.9668366053833545,0.2125235181827151,3.2103212859487438
0.06285817006561235,2.496699025300586e-10,0.25143268014842823
7.930944953656378e-20,2.3924862091462273e-10,2.2694956396093587e-19
7.666502767284833e-20,2.3924862091462273e-10,2.213584290023111e-19
7.666502767284833e-20,2.3924862091462273e-10,2.213584290023111e-19
7.666502767284833e-20,2.3924862091462273e-10,2.213584290023111e-19
7.666502767284833e-20,2.3924862091462273e-10,2.213584290023111e-19
7.666502767284833e-20,2.3924862091462273e-10,2.213584290023111e-19
7.666502767284833e-20,2.3924862091462273e-10,2.213584290023111e-19
