cost,distance,j0
258.3952865547938,9.523265545821495,404.0626646299213
145.8825173217333,8.015842646195807,256.9083305624365
83.55758282793411,6.480050919590079,167.17047301276656
49.86925023458136,5.120882845418604,99.793807826061
27.76599151109376,3.8512079941478583,55.587290379085914
13.826065180445998,2.5976291896385364,27.707437717790523
5.622717302223991,1.3472432542571056,11.3007419613465
1.4673549258602772,0.5158371185180145,2.9900172086190078
0.21408419849692353,0.19920644962801565,0.48347575389218017
0.031234463617708652,0.07888738208557834,0.11777628413378335
0.004557046827072874,0.03324575048916367,0.0644214505524979
0.0006648641717795847,0.016160678457236267,0.05663708524190833
9.700237537356249e-05,0.01022555874375339,0.05550136164909825
1.4152455835764464e-05,0.008558831503847881,0.05533566181002383
2.064815479219676e-06,0.008217331856293707,0.05531148652931041
3.012525185099734e-07,0.008258841484342224,0.05530795940338887
