cost,distance,j0
191.5186907428578,9.520564309300694,383.81433837507797
127.45327673199178,7.905985824502427,255.68351035334578
80.58126099416909,6.373242600898717,161.93947887770042
47.77764354176585,5.021230770290619,96.33224397289388
26.395978741303484,3.7534365412656707,53.56891437196917
12.975743339168037,2.501478951042232,26.728443567698278
5.15552662317296,1.2554055961847859,11.088010135708142
1.256269091268175,0.5000495971893689,3.2894950718985614
0.18328719027735954,0.2511474500831405,1.1435312699169233
0.02674124067309105,0.20570239780400168,0.8304393707083902
0.0039014944342489945,0.19968540503599277,0.7847598782307053
0.0005692203666449046,0.1994189079510674,0.7780953300954971
8.304813226410166e-05,0.19961438452934427,0.7771229856267358
1.2116559203980326e-05,0.19972649151115365,0.7769811224806155
1.7677821636795104e-06,0.19977459802136985,0.7769604249265348
2.5791594177772137e-07,0.19979373853411136,0.7769574051940912
