cost,distance,j0
244.17058506837253,9.924787376298795,410.5868719325672
184.20541781125198,8.708804203763489,302.54952712470043
122.29546214701253,7.37307163336534,212.3526121939916
61.47320114312568,5.82446697068407,134.31060181102725
34.256289305457386,4.442527704723487,76.7431919801684
17.255511048283637,3.1918010545573345,39.70530131469774
7.3472027403504026,1.9418010545573348,18.3198438487218
2.213066175668601,0.6918010545573348,6.489070719358196
0.2874338898014072,0.024565215739711974,1.0734543370868794
0.007798432865144949,0.00036560198442535705,0.030212894158781246
3.341619855051686e-05,2.2939815380595975e-11,0.0001336647941846658
7.037814599696295e-22,2.2938095867175434e-11,2.035648414002902e-21
7.0374127842434345e-22,2.2938095867175434e-11,2.035566573037044e-21
7.0374127842434345e-22,2.2938095867175434e-11,2.035566573037044e-21
7.0374127842434345e-22,2.2938095867175434e-11,2.035566573037044e-21
7.0374127842434345e-22,2.2938095867175434e-11,2.035566573037044e-21
