cost,distance
186.32522352366172,9.581986888478536
123.08725387120221,7.970602474983797
77.11743705849787,6.441892508249547
45.29077308554871,5.065334029677145
24.482261952354783,3.809489431161997
11.596551878122481,2.559489431161997
4.283538117583094,1.3094894311619967
0.9511361459962026,0.17290796288115637
0.036845963361806705,3.836930773104541e-14
1.9868250758896403e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
