cost,distance,j0
184.10641063526384,9.472575452785781,386.2760972033886
121.83925047661556,7.874618970548229,258.61677688609194
76.57398641673272,6.366408204634733,164.96124876632624
45.18561845561533,4.9901514761535255,99.13079228254074
24.56253910502843,3.712226204074388,55.342670355444845
11.780137933819807,2.4607676335352187,27.967591083509422
4.567886610956781,1.213488011637972,11.967350590302084
1.2194637537534272,0.3122604299893423,3.7145098028713806
0.16589844760953573,0.020358896779960788,0.6043481702985272
0.004174189094857203,5.27109897161527e-82,0.01669675637942878
2.208810534618833e-29,5.852095443365257e-98,1.2735675255160853e-30
2.208810534618833e-29,6.497131103528072e-114,1.2735675255160853e-30
2.208810534618833e-29,7.213264545145117e-130,1.2735675255160853e-30
2.208810534618833e-29,8.008332380732414e-146,1.2735675255160853e-30
2.208810534618833e-29,8.89103499794031e-162,1.2735675255160853e-30
2.208810534618833e-29,0.0,1.2735675255160853e-30
