cost,distance
193.36189895812606,9.55779595600543
128.90643510851473,7.945146746961496
81.68948057810172,6.4148131698454405
48.58603538010778,5.064899227723965
26.95240693752009,3.79823637487793
13.323932561975477,2.5479267108904726
5.346467738575011,1.3065172739317104
1.3420130891657018,0.5428304629225299
0.19579707097650065,0.32967754005150673
0.02856640766954782,0.2926717468297646
0.004167782710297958,0.2867919352275346
0.0006080713025309808,0.2858090512447923
8.87164074193356e-05,0.2855835512898025
1.2943549403872016e-05,0.28551936546341933
1.8884384077758482e-06,0.2854980714610551
2.7551945055377837e-07,0.2854904096809447
