cost,distance
278.30672827513354,10.064137663537103
216.92418905833605,9.085759949912308
166.03725158121264,8.12812300109687
124.521016588045,7.1995282085938195
91.25049878049523,6.31282411467689
65.10070030357639,5.492369420657663
45.003444512162105,4.739387054515075
29.94439098422277,4.001342882688
18.768613921670493,3.2718642606072414
10.824779063134372,2.555903176701907
5.537425664550726,1.8761869865406198
2.3421627788447035,1.2963178412035614
0.6762145205561656,1.047399911757495
0.09865836894257599,1.0143807331232988
0.014394062041737609,1.0102356278292426
0.00210006534956984,1.009738954818094
