cost,distance
183.85437592842152,9.54001769659262
121.12543202163553,7.926621490572139
75.61192707809568,6.395380556964311
44.188861097802004,5.021314604028113
23.73123408075446,3.770607743457189
11.117603813257826,2.5206077434571896
4.002033368051535,1.2706077434571899
0.8184726021667323,0.0598970753486921
0.0044215156034168104,3.753442001652729e-14
1.954213566067804e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
1.945330992275015e-27,3.730349362740526e-14
