cost,distance,j0
182.4567374787756,9.488969522316449,383.0140954231901
120.21832028583188,7.879877816463945,255.41226103730276
75.08024514149206,6.355718436542884,162.0111107486231
43.91763670230469,4.980196002800713,96.55839674667752
23.605183742859722,3.7180911604504963,53.26670728296163
11.090563621347851,2.4680911604504967,26.55399288983204
4.065294525452254,1.2180911604504963,10.940954698040844
0.906389380119777,0.18488669696125862,3.060644407375889
0.05134818535042057,9.767062714161057e-12,0.20539274139780578
1.2191731512387944e-22,9.409362178303127e-12,3.499351796053828e-22
1.1835959685814595e-22,9.409362178303127e-12,3.424362586809597e-22
1.1835959685814595e-22,9.409362178303127e-12,3.424362586809597e-22
1.1835959685814595e-22,9.409362178303127e-12,3.424362586809597e-22
1.1835959685814595e-22,9.409362178303127e-12,3.424362586809597e-22
1.1835959685814595e-22,9.409362178303127e-12,3.424362586809597e-22
1.1835959685814595e-22,9.409362178303127e-12,3.424362586809597e-22
