cost,distance,j0
182.80848290736304,9.519653913956585,384.35626136665087
120.30862946444117,7.905615343673307,256.2316896779534
74.99825528698537,6.373700142974299,162.48574054985892
43.74821038402823,4.999869421218017,96.86093233959264
23.43598164714064,3.749874014206822,53.116536049834494
10.936597652764803,2.4998740142068225,26.55529491067331
3.9058079360775544,1.2498740142068225,10.931215477298812
0.7811107371488343,0.0020439028786723235,3.1193210794413724
6.055978641873538e-06,3.719691221704125e-14,2.422391456734254e-05
1.941449796621327e-27,3.730349362740526e-14,5.5616364651672076e-27
1.9453309922750144e-27,3.730349362740526e-14,5.5692863934635585e-27
1.9453309922750144e-27,3.730349362740526e-14,5.5692863934635585e-27
1.9453309922750144e-27,3.730349362740526e-14,5.5692863934635585e-27
1.9453309922750144e-27,3.730349362740526e-14,5.5692863934635585e-27
1.9453309922750144e-27,3.730349362740526e-14,5.5692863934635585e-27
1.9453309922750144e-27,3.730349362740526e-14,5.5692863934635585e-27
