cost,distance
204.7315454969409,9.237220584762094
144.0910460512627,7.652815675584025
99.94732774884916,6.17837997017932
69.33967848096393,4.821801413676946
49.23181464434889,3.559228801655295
36.77265959047259,2.330916353208962
29.633809224653227,1.284625359331924
26.243026548245965,0.8272017648878804
25.24152490321537,0.7017499301949711
25.095406341447358,0.6712716354442213
25.0740873801928,0.6646450440718155
25.070976775430722,0.6630119223340738
25.070522864010123,0.6625240429062464
25.070456608553716,0.6623576465979167
25.07044693029699,0.6622970043443196
25.07044551378328,0.6622742665679494
