cost,distance
288.82144342326734,9.52898336700295
162.05754706139336,7.934151898080099
106.97184230243322,6.413335378987603
73.87358167443676,5.07481880380838
52.25729447941988,3.80882478960908
38.55552576736696,2.555810829508345
30.510036414981716,1.305213420558893
26.456838022336502,0.49855259856758927
25.272719954685513,0.19043558196122898
25.0999577824291,0.07274535413046027
25.07475148160411,0.0277916872432942
25.07107368757532,0.010620914412104127
25.07053701134356,0.004062262805592221
25.07045867569365,0.001557080817147411
25.070447233061962,0.0006001864580918708
25.070445558404266,0.00023468536808757956
